omg;produktnamn;correct_row;turnover;utd13;utd12;utd11;utd10;ant13;ant12;ant11;ant10;count1;countx;count2;random_results;people_was_right;oddset_was_right;people_was_wrong;oddset_was_wrong;people_max_sum;oddset_max_sum;people_min_sum;oddset_min_sum;people_sum;oddset_sum;people_diff_sum;oddset_diff_sum;odds1_ok;odds2_ok;odds3_ok;people1_ok;people2_ok;people3_ok;id
201752;Stryktipset;X11X1X211X222;30274263;1300000;8784;525;138;10;336;4497;35597;5;4;4;0;4;5;7;5;735;681;246;279;460;486;489;402;1;1;0;1;0;1;2431
201801;Stryktipset;X2122X221121X;21766418;235802;3417;264;82;24;621;6429;42777;4;3;6;0;6;7;3;2;740;689;253;274;474;512;487;415;1;1;0;1;0;0;2433
201802;Stryktipset;1X12XX1X2212X;28224157;3250000;11660;606;141;4;236;3630;32506;4;5;4;0;4;4;2;2;707;639;264;294;454;461;443;345;1;0;0;0;1;0;2436
201803;Stryktipset;112X11XX22221;29019178;67567;721;53;17;148;3920;42603;269237;5;3;5;0;7;7;3;3;709;645;256;303;578;575;453;342;1;1;1;1;1;1;2439
201804;Stryktipset;2X12X1112X212;25915560;842255;12633;770;204;8;200;2624;20581;5;3;5;0;4;6;3;2;730;650;247;295;427;452;483;355;0;0;1;0;0;0;2442
201805;Stryktipset;111X121211122;27161707;9849;183;17;0;717;14437;121321;598262;8;1;4;0;9;8;3;0;711;637;264;304;631;593;447;333;1;1;1;1;1;1;2445
201806;Stryktipset;11X11XXXXX121;28121926;225489;2083;141;41;52;1316;15453;109628;6;6;1;0;6;6;2;1;742;663;241;287;526;524;501;376;1;1;1;1;1;0;2448
201807;Stryktipset;212211X1X2221;22687970;13879;277;26;0;425;7975;66982;332257;5;2;6;0;9;8;2;1;671;588;281;325;591;546;390;263;1;1;1;1;1;1;2451
201808;Stryktipset;1X1X121X22X2X;29420367;2834022;19782;948;209;4;145;2420;22865;4;5;4;0;5;4;4;5;702;631;264;303;444;447;438;328;1;0;0;1;0;0;2454
201809;Stryktipset;1XX11122212X1;28943031;123456;972;59;18;81;2901;37723;253882;6;3;4;2;8;7;2;1;746;692;233;269;576;558;513;423;1;1;0;1;1;0;2457
201810;Stryktipset;11X12211X121X;27254714;7282;153;16;0;973;17361;131898;581293;7;3;3;0;9;8;3;3;661;564;296;338;598;512;365;226;1;1;1;1;1;1;2460
201811;Stryktipset;1121211X121X2;27211750;143799;1245;80;23;80;2130;26324;188154;7;2;4;0;6;7;4;3;733;663;244;288;578;565;489;375;1;1;1;1;1;0;2463
201812;Stryktipset;21X2XX111211X;21023688;780879;8332;425;101;7;246;3852;33530;6;4;3;0;6;6;2;2;635;549;256;303;471;463;379;246;1;1;0;1;0;1;2466
201813;Stryktipset;2211X211X2111;27700375;1362;28;0;0;7339;95194;539096;1763856;7;2;4;0;11;9;1;3;737;672;241;276;703;640;496;396;1;1;1;1;1;1;2469
201814;Stryktipset;2XX222X11112X;28197538;152101;1166;76;22;92;2357;28679;199353;4;4;5;0;6;6;4;5;728;674;246;282;564;529;482;392;1;1;1;1;1;1;2472
201815;Stryktipset;21111X12X12X1;26003087;23941;233;21;0;543;10857;94754;475383;7;3;3;0;8;10;1;2;699;605;272;315;607;561;427;290;1;1;1;1;1;1;2475
201816;Stryktipset;1X121X221X122;25027139;650000;4311;257;67;20;566;7567;60576;5;3;5;0;6;5;5;4;700;634;270;307;495;473;430;327;1;0;1;1;0;1;2478
201817;Stryktipset;2X1221X111221;28106043;265306;2181;151;43;49;1256;14488;103902;6;2;5;0;6;6;1;2;714;617;268;318;522;500;446;299;1;1;0;0;1;0;2481
201818;Stryktipset;X1211121111X2;21800044;236167;3352;209;56;24;634;8113;62851;8;2;3;0;7;7;3;3;716;643;264;302;515;508;452;341;1;0;1;1;0;0;2484
201819;Stryktipset;21211122111X2;19679388;17112;365;31;0;299;5244;48774;285558;7;1;5;0;8;9;3;2;772;749;224;242;613;625;548;507;1;1;1;1;1;1;2487
201820;Stryktipset;1212XXX21XX21;18725101;10000000;42458;2307;502;0;43;633;6061;4;5;4;0;2;4;4;3;703;632;275;302;377;404;428;330;0;0;1;0;0;1;2490
201821;Stryktipset;1X112211X1XX2;21047578;501436;2894;190;53;27;709;8603;64220;6;4;3;0;7;7;2;2;698;642;274;295;513;521;424;347;0;0;1;0;1;1;2493
201822;Stryktipset;X1X1211211111;16099714;93020;1174;68;20;45;1336;18231;130801;9;2;2;0;7;6;4;2;738;657;245;287;578;542;493;370;1;1;1;1;1;1;2496
201823;Stryktipset;X1X21X11XX111;15539091;269344;2816;145;37;15;538;8349;67466;7;5;1;0;8;8;1;2;697;659;278;298;522;506;419;361;0;0;1;0;0;1;2499
201824;Stryktipset;122222X12X122;14874262;10000000;19082;842;163;1;76;1377;14774;3;2;8;0;7;6;4;3;700;671;269;294;460;449;431;377;0;0;0;0;0;1;2502
201825;Stryktipset;X2X11XX22X1X2;13533241;909090;6836;495;143;11;193;2132;15314;3;6;4;0;4;3;4;5;658;578;294;325;438;441;364;253;1;0;0;1;0;0;2505
201826;Stryktipset;11XX211121222;13727010;115129;2104;116;31;31;636;9176;71470;6;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2508
201827;Stryktipset;2112X1112X211;13024525;6562;135;0;0;516;9392;77325;363737;7;2;4;1;8;8;2;3;738;683;257;270;641;602;481;413;1;1;1;1;1;1;2542
201828;Stryktipset;2XX11X1112121;14595783;629754;6004;411;109;11;237;2765;21666;7;3;3;0;6;4;2;1;676;583;289;327;452;439;387;256;0;0;0;0;0;1;2545
201829;Stryktipset;221211X11X111;13117452;7512;125;0;0;454;10214;91720;439550;8;2;3;0;9;9;2;2;769;754;225;247;660;668;544;507;1;1;1;1;1;1;2548
201830;Stryktipset;112122211XX12;17556229;179520;984;54;15;43;1738;25110;179649;6;2;5;0;8;8;2;1;743;698;237;276;580;550;506;422;0;1;1;1;0;1;2551
201831;Stryktipset;111XX1XXX1221;15702753;10000000;11868;404;84;0;129;3030;30031;6;5;2;0;6;6;4;6;682;604;285;322;492;469;397;282;0;1;0;0;0;1;2554
201832;Stryktipset;1221X1X211222;23748583;50528;370;25;0;203;6249;72160;426392;5;2;6;0;6;7;2;1;661;572;233;288;545;494;428;284;1;1;0;1;1;0;2557
201833;Stryktipset;1111222X11211;26577886;18041;162;15;0;776;15962;137285;665502;8;1;4;0;9;9;3;2;740;658;243;295;639;587;497;363;1;1;1;1;1;1;2560
201834;Stryktipset;1X1X2X2221111;29833527;378378;2327;127;33;37;1250;18208;145529;6;3;4;0;7;7;2;2;711;605;256;318;548;512;455;287;1;0;1;1;0;0;2563
201835;Stryktipset;1X12X2X221111;27730072;106026;1520;96;27;68;1778;22396;162073;6;3;4;0;6;6;3;1;737;653;250;293;562;545;487;360;1;1;0;1;1;0;2566
201836;Stryktipset;121211X2XX111;18695070;11573;207;18;0;420;8767;77745;394430;7;3;3;0;8;7;2;3;725;639;255;297;622;569;470;342;1;1;0;1;1;1;2569
201837;Stryktipset;211212X111X12;29226712;2433;45;0;0;4371;62674;392792;1417926;7;2;4;0;10;11;0;2;723;655;259;295;688;637;464;360;1;1;1;1;1;1;2572
201838;Stryktipset;12X11X2X2X122;30271120;338625;2482;149;39;44;1189;15821;126025;4;4;5;0;6;6;3;2;778;756;215;233;550;549;563;523;1;1;0;1;1;1;2575
201839;Stryktipset;X112121XXX21X;29362755;23857;386;30;0;320;7403;76061;441165;5;5;3;0;8;7;1;1;769;688;221;274;612;576;548;414;1;1;0;1;1;0;2578
201840;Stryktipset;1X2212212212X;29753789;781714;6081;404;112;16;477;5736;43154;4;2;7;0;5;5;6;4;762;671;222;278;478;498;540;393;1;1;0;1;1;1;2581
201841;Stryktipset;1X111X2111221;17397460;107698;331;18;0;42;5112;71519;423006;8;2;3;0;8;8;2;2;700;668;212;229;576;553;488;439;0;1;1;0;1;1;2584
201842;Stryktipset;X12221222121X;29842049;5293009;44763;2218;490;2;65;1049;9891;4;2;7;0;3;4;7;7;712;580;257;333;366;409;455;247;0;0;1;0;0;0;2587
201843;Stryktipset;121X1121111X2;29146773;5329;107;0;0;1422;26519;216641;989711;8;2;3;0;8;9;2;1;747;665;245;281;663;602;502;384;1;1;1;1;1;1;2590
201844;Stryktipset;X211111X12X11;32021338;46330;407;33;0;331;7658;74868;410609;8;3;2;0;7;7;2;2;687;595;283;331;578;523;404;264;1;1;0;1;1;1;2593
201845;Stryktipset;2XX1XXX22211X;29398850;1284716;9460;449;103;10;303;5104;46128;3;6;4;0;4;4;3;3;745;632;235;307;491;471;510;325;0;1;0;1;0;1;2596
201846;Stryktipset;2X21122111112;19580799;1754;46;0;0;2901;41425;271583;993355;7;1;5;0;10;10;2;0;736;661;246;291;685;618;490;370;1;1;1;1;1;1;2599
201847;Stryktipset;1X11X2221X2X2;32042831;75815;633;45;15;172;4928;54446;334983;4;4;5;0;7;6;2;1;736;673;247;275;587;544;489;398;1;0;1;1;1;0;2602
201848;Stryktipset;X11212121X12X;27135974;195982;2345;143;38;36;1128;14753;114055;6;3;4;0;6;6;4;3;747;635;232;306;544;516;515;329;1;1;0;1;1;0;2605
201849;Stryktipset;11121111X22X2;27429293;66650;978;61;18;107;2732;34932;244851;7;2;4;0;7;6;4;3;729;643;249;309;587;535;480;334;1;1;1;1;1;1;2608
201850;Stryktipset;112112XX21111;25979886;6402;128;0;0;1055;19784;163511;767605;8;2;3;0;7;8;2;3;727;618;253;312;653;570;474;306;1;1;1;1;1;1;2611
201851;Stryktipset;22212X22X2222;32347383;10000000;46380;1776;287;0;68;1420;18310;1;2;10;0;6;6;5;3;761;667;222;280;442;453;539;387;0;0;1;0;0;1;2614
201852;Stryktipset;12112XX12XX1X;42260805;8548763;35520;1694;374;3;116;1945;18351;5;5;3;0;3;4;4;5;759;689;217;269;412;435;542;420;1;0;1;0;0;1;2617
201901;Stryktipset;2211X1X111121;18268808;26388;423;31;0;180;4210;45951;277678;8;2;3;0;7;8;4;2;786;758;217;242;634;637;569;516;1;1;1;1;1;1;2620
201902;Stryktipset;121X22211X1X1;33099909;534992;2184;127;34;45;1477;20232;155862;6;3;4;0;6;6;4;4;706;622;262;311;547;531;444;311;1;1;1;1;1;1;2623
201903;Stryktipset;111111XXX2211;33029171;505152;3574;244;67;34;901;10542;79824;8;3;2;0;5;5;3;1;716;637;258;302;509;517;458;335;1;1;0;1;1;0;2633
201904;Stryktipset;112XXX1X11212;24964411;2163582;10141;445;97;3;240;4367;41754;6;4;3;0;5;5;4;5;762;720;228;253;509;487;534;467;1;0;0;1;0;1;2643
201905;Stryktipset;12XX112111X21;27059097;305885;4207;218;56;23;627;9680;78196;7;3;3;0;6;6;4;5;693;583;277;339;517;490;416;244;1;1;0;1;1;0;2653
201906;Stryktipset;12X2122112XX1;26879957;64711;868;56;17;108;3018;36905;246806;5;3;5;0;8;7;3;2;722;614;254;318;583;522;468;296;1;1;0;1;1;0;2662
201907;Stryktipset;22X12X1X211X2;21233713;5685;118;0;0;971;17496;137408;619359;4;4;5;0;7;8;2;2;750;698;235;274;643;592;515;424;1;1;1;1;1;1;2672
201908;Stryktipset;X12X2121111XX;28870499;50654;505;40;0;249;5574;56233;327763;6;4;3;0;6;6;2;3;706;612;264;314;589;530;442;298;1;1;1;1;1;1;2682
201909;Stryktipset;121211112X11X;31529181;5447;78;0;0;2570;39071;271175;1103065;8;2;3;0;10;10;0;1;714;634;256;303;662;612;458;331;1;1;1;1;1;1;2692
201910;Stryktipset;112111211X2X1;29994719;615255;3734;215;54;25;783;10864;90128;8;2;3;0;7;7;4;3;721;609;260;326;530;512;461;283;1;1;0;1;1;0;2702
201911;Stryktipset;21X2112XX121X;25012987;14548;253;21;0;447;9625;89152;470285;5;4;4;0;7;7;1;1;767;673;220;291;621;568;547;382;1;1;1;1;1;1;2712
201912;Stryktipset;1,11121E+12;20039576;4001;42;0;0;2318;45487;334310;1277453;8;0;5;0;10;10;2;1;779;715;211;260;718;676;568;455;1;1;1;1;1;1;2722
201913;Stryktipset;121112112112X;30298066;55555;422;30;0;252;6996;78351;474977;8;1;4;0;7;7;4;2;747;639;240;300;623;569;507;339;1;1;1;1;1;1;2762
201914;Stryktipset;122212212XX11;27588000;465242;4081;269;78;26;659;7972;56916;5;2;6;0;5;6;6;3;710;603;264;329;486;506;446;274;1;1;0;1;1;0;2771
201915;Stryktipset;121111211111X;28324996;126126;892;59;18;111;3093;37123;250465;10;1;2;0;8;7;3;4;741;642;243;303;573;540;498;339;1;1;0;1;0;1;2781
201916;Stryktipset;22XX12X122221;22047291;154926;1467;82;21;37;1465;20961;164473;3;3;7;0;8;9;3;2;749;638;236;302;574;534;513;336;1;1;0;1;0;0;2791
201917;Stryktipset;XX1X2X211X2X2;28071076;583333;5253;364;101;24;521;6005;44729;3;6;4;0;4;4;3;2;693;621;267;307;466;466;426;314;1;0;1;1;0;1;2802
201918;Stryktipset;22111111X1212;22300755;31006;463;34;0;187;4691;49989;303118;8;1;4;0;8;8;2;1;758;679;235;274;611;576;523;405;1;0;1;1;1;0;2811
201919;Stryktipset;212X2X122X2X1;22537139;1896705;9232;402;82;5;238;4364;44343;3;4;6;0;5;4;3;3;748;715;232;261;507;486;516;454;1;1;0;0;1;0;2821
201920;Stryktipset;1X11211211212;17099795;1014;27;0;0;4383;60911;358776;1188412;8;1;4;0;10;10;1;3;747;701;236;262;716;648;511;439;1;1;1;1;1;1;2831
201921;Stryktipset;2X11X1222X222;20361515;553323;4392;279;70;17;452;5678;46819;3;3;7;0;6;6;4;4;772;734;221;248;520;532;551;486;1;1;0;1;1;0;2841
201922;Stryktipset;222XX2X1X21X2;18409579;683784;5752;278;64;7;312;5151;46405;2;5;6;0;6;5;3;4;750;663;232;287;506;461;518;376;0;0;0;1;0;1;2851
201923;Stryktipset;1212221X11XX1;14150857;23891;251;18;0;154;5482;60632;337633;6;3;4;0;9;9;2;3;748;700;234;263;643;604;514;437;1;1;1;1;1;1;2861
201924;Stryktipset;121X1212X1XX2;16183502;95694;707;49;16;68;2231;25708;162561;5;4;4;0;8;7;3;3;693;616;268;312;574;529;425;304;1;1;1;1;1;1;2871
201925;Stryktipset;X11211211112X;13062995;7226;130;0;0;470;9766;87216;432542;8;2;3;0;8;10;5;2;759;690;235;257;669;645;524;433;1;1;1;1;1;1;2881
201926;Stryktipset;X1X121X112XX2;16036352;731110;8497;558;152;10;184;2239;17124;5;5;3;0;5;6;3;3;709;623;267;307;455;475;442;316;1;0;0;1;0;0;2892
201927;Stryktipset;1XX12X2X22111;13726591;64889;556;35;0;55;2403;30192;187106;5;4;4;2;7;8;3;4;757;671;234;278;605;577;523;393;1;1;0;1;1;0;2900
201928;Stryktipset;1X12111X1X122;16086268;69706;632;45;0;92;2480;27870;175446;7;3;3;0;7;7;2;4;712;634;258;310;586;534;454;324;1;1;1;1;1;1;2910
201929;Stryktipset;112211X11X112;15644985;230403;2157;128;32;29;707;9491;78405;8;2;3;0;7;7;2;3;748;699;230;266;547;514;518;433;0;1;1;0;1;1;2920
201930;Stryktipset;122211X21XX2X;15642285;101674;1262;79;23;40;1208;15309;108253;4;4;5;0;7;6;4;3;733;624;246;312;565;505;487;312;1;1;0;1;1;0;2930
201931;Stryktipset;X221122122112;16044942;10000000;28970;1798;449;1;54;696;5802;5;1;7;0;3;4;7;5;694;582;278;328;345;391;416;254;0;0;0;0;0;0;2940
201932;Stryktipset;1X1X22X1X1XX1;22896411;396871;4293;221;55;15;520;8045;66719;5;6;2;0;5;5;6;5;721;612;262;322;520;512;459;290;1;1;1;1;1;1;2981
201933;Stryktipset;X221X11X11112;28883338;51369;393;31;0;292;7153;71152;399233;7;3;3;0;8;9;2;2;726;664;254;298;600;565;472;366;1;0;1;1;1;0;2991
201934;Stryktipset;21222X22X2X11;31040167;7500000;21163;842;166;2;143;2873;30361;3;3;7;0;6;5;3;4;733;639;244;305;465;446;489;334;0;1;0;0;0;1;3001
201935;Stryktipset;2X111X112X221;30105900;132743;924;61;18;113;3175;38057;260463;6;3;4;0;7;7;3;5;766;723;226;265;586;565;540;458;1;1;0;1;1;0;3011
201936;Stryktipset;1212X11222X11;16589882;6371;97;0;0;677;16581;148258;680075;6;2;5;2;9;7;1;2;656;604;184;224;613;562;472;380;1;1;1;1;1;1;3021
201937;Stryktipset;11212X221X111;29851734;2937829;6025;252;58;4;483;9239;83016;7;2;4;0;7;6;4;3;721;632;255;315;507;479;466;317;0;1;1;0;1;0;3031
201938;Stryktipset;112XX112X122X;25073686;135815;2044;121;33;48;1196;16108;122774;5;4;4;0;6;7;4;3;725;640;251;300;561;545;474;340;1;1;1;1;1;1;3041
201939;Stryktipset;XX11112121X2X;31334013;289473;2529;131;33;38;1208;18525;152114;6;4;3;0;6;6;4;5;751;685;237;279;555;529;514;406;1;1;1;1;1;1;3051
201940;Stryktipset;112X211111111;27496937;32794;517;35;0;218;5179;60099;386091;10;1;2;0;8;7;3;2;739;643;242;303;605;549;497;340;1;1;1;1;1;1;3061
201941;Stryktipset;2X1112XXX1221;20572447;3629;45;0;0;2705;43899;306780;1194942;5;4;4;0;9;9;0;1;811;788;196;217;717;675;615;571;1;1;0;1;1;1;3102
201942;Stryktipset;1X1X1X2122111;31018051;38498;396;30;0;338;7622;78147;459459;7;3;3;0;8;9;1;1;778;705;213;256;618;607;565;449;1;1;1;1;1;1;3112
201943;Stryktipset;1XX21XX111112;33593471;344368;2115;117;31;40;1548;22234;172096;7;4;2;1;7;6;2;3;747;620;238;317;542;476;509;303;0;1;0;0;1;1;3122
201944;Stryktipset;2X11122111122;31273499;35369;344;23;0;311;8844;103381;636038;7;1;5;0;9;10;2;2;781;728;209;258;644;621;572;470;1;1;1;1;1;1;3132
201945;Stryktipset;X112122X11X12;30490275;35101;366;30;0;382;8512;82784;453689;6;3;4;0;10;10;0;0;720;624;256;319;596;543;464;305;1;0;1;1;0;1;3142
201946;Stryktipset;2211X1111111X;21708474;1596;22;0;0;6797;92049;510073;1568545;9;2;2;0;11;9;0;0;776;672;218;280;708;605;558;392;1;1;0;1;1;1;3152
201947;Stryktipset;1X2222221X112;32305708;648589;3608;172;38;21;873;14608;135571;4;2;7;0;7;7;3;4;774;696;209;277;553;528;565;419;0;1;0;0;1;0;3162
201948;Stryktipset;21121XX221112;40768239;543478;1580;81;21;46;2515;38877;302360;6;2;5;0;6;6;3;5;754;728;236;262;576;561;518;466;1;1;0;1;1;0;3172
201949;Stryktipset;221X112111211;30221663;39288;552;38;0;200;5332;61019;393256;8;1;4;0;9;9;4;4;757;662;228;292;602;531;529;370;0;1;1;1;1;1;3182
201950;Stryktipset;12X12122X2X1X;31015039;10000000;71999;2739;530;0;42;883;9495;4;4;5;0;4;4;5;5;736;692;252;279;393;414;484;413;0;0;0;0;0;0;3192
201951;Stryktipset;1222121X1X112;42805816;313044;2116;139;40;77;1972;23866;169995;6;2;5;0;7;7;2;1;688;607;279;326;520;510;409;281;1;0;1;1;0;1;3202
201952;Stryktipset;22X1X22112122;32870309;105691;892;60;18;123;3590;42412;287938;4;2;7;0;8;8;3;2;756;705;237;267;586;584;519;438;1;1;0;1;1;0;3211
202001;Stryktipset;X111X1212X2X1;21892990;172490;2581;155;40;33;827;10948;88192;6;4;3;0;6;6;2;2;783;741;216;240;549;530;567;501;0;1;0;1;0;0;3218
202002;Stryktipset;21112X2XX22XX;28242865;667558;7171;380;88;11;384;5788;51832;3;5;5;0;5;5;4;4;771;695;218;267;503;491;553;428;1;1;0;1;0;1;3228
202003;Stryktipset;XX1X2X1X1X112;32574937;3250000;59925;3168;589;4;53;802;8986;5;6;2;0;4;4;4;3;753;665;242;290;401;408;511;375;0;1;0;0;1;0;3237
202004;Stryktipset;X2XX22X2112X1;26243602;1705834;18408;919;186;4;139;2227;22915;3;5;5;1;5;5;6;6;726;645;260;299;460;450;466;346;1;0;0;0;0;1;3247
202005;Stryktipset;1X12X2XX11X2X;35244174;333333;2846;178;50;39;1207;15437;112965;4;6;3;0;5;6;1;4;666;599;288;328;508;493;378;271;1;1;0;1;1;0;3257
202006;Stryktipset;X12112X121212;26244631;6486;141;0;0;1052;18038;139123;634712;6;2;5;0;9;9;1;2;728;637;253;309;621;547;475;328;1;1;1;1;1;1;3298
202007;Stryktipset;212X22X12X221;31588956;1613884;14258;899;229;9;216;2739;22333;3;3;7;0;5;5;4;4;731;658;245;288;425;457;486;370;1;1;0;1;0;1;3308
202008;Stryktipset;2111XX21X1111;27198481;8319;167;16;0;850;15815;126934;595901;8;3;2;0;9;10;1;0;740;651;243;299;625;594;497;352;1;1;1;1;1;0;3318
202009;Stryktipset;X1X1X1X2XX11X;32682536;4305737;28968;1252;246;3;110;2036;21532;5;7;1;0;4;4;5;4;696;607;266;321;426;426;430;286;0;1;1;0;1;1;3328
202010;Stryktipset;1112XX2X12121;32214515;266666;2122;131;36;45;1480;19125;143879;6;3;4;0;7;7;4;5;745;672;234;280;549;535;511;392;1;1;1;1;0;1;3338
202011;Stryktipset;1,21211E+12;13812265;1113;22;0;0;3225;60280;322406;949014;10;0;3;13;11;10;1;1;758;614;229;323;703;552;529;291;1;0;1;1;1;0;3348
202025;Stryktipset;1221XXXX22X12;18021688;2669162;15279;880;224;3;115;1597;13066;3;5;5;0;3;3;7;4;672;586;286;335;427;442;386;251;1;0;0;1;0;0;3436
202026;Stryktipset;XX121222221X1;17004625;184216;2371;148;41;24;699;8904;66775;4;3;6;0;7;8;2;1;709;639;267;304;530;523;442;335;1;0;1;0;1;1;3446
202027;Stryktipset;1121221X121XX;19664931;2948;72;0;0;1734;26421;184202;750700;6;3;4;0;8;8;4;3;736;657;253;290;667;617;483;367;1;1;1;1;1;1;3456
202028;Stryktipset;X21X22X211112;23127293;2000000;12058;604;138;6;187;2986;27042;5;3;5;0;5;6;3;3;714;674;257;285;467;468;457;389;0;1;1;0;1;0;3466
202029;Stryktipset;1,21221E+12;17521936;20429;388;33;0;223;4395;40872;219866;7;0;6;0;8;9;3;2;707;588;268;325;569;488;439;263;0;0;1;0;1;0;3476
202030;Stryktipset;211211X2X1212;21544006;160714;1642;108;30;56;1279;15507;114338;6;2;5;0;8;8;3;2;739;673;246;284;557;556;493;389;1;0;0;1;0;1;3486
202031;Stryktipset;1X11X2X2XX2X2;15041697;10000000;16665;859;199;0;88;1365;12258;3;6;4;0;4;4;3;3;668;609;287;331;433;433;381;278;0;0;0;0;1;1;3496
202032;Stryktipset;11222XX12212X;19672936;2000000;6436;311;70;5;298;4932;45269;4;3;6;0;4;5;4;4;729;672;254;283;506;497;475;389;0;1;1;0;1;0;3537
202033;Stryktipset;2X111222XXXX1;16237392;10000000;56540;2039;416;0;28;621;6337;4;5;4;0;4;5;4;3;712;641;258;305;395;421;454;336;0;1;0;0;0;1;3547
202034;Stryktipset;X121X2X222111;20420010;500000;3346;196;49;20;595;8109;67444;5;3;5;0;7;8;2;4;725;671;252;284;531;520;473;387;1;0;0;1;0;0;3557
202035;Stryktipset;X12111112X1XX;22918525;4333333;14604;761;183;3;153;2347;20282;7;4;2;0;7;7;3;3;686;644;272;304;430;439;414;340;0;0;1;0;0;0;3567
202036;Stryktipset;2122222211X12;17210233;34687;515;38;0;129;3255;34969;215905;4;1;8;0;9;9;3;2;756;685;220;268;607;584;536;417;1;1;1;1;1;1;3577
202037;Stryktipset;112211222X211;28678715;468750;3281;207;57;32;852;10804;80713;6;1;6;0;5;5;5;4;701;604;275;333;507;506;426;271;1;1;0;1;1;0;3587
202038;Stryktipset;211111XX12XX1;28715478;272727;1223;76;21;55;2289;29431;212159;7;4;2;0;8;8;3;3;733;642;239;299;569;536;494;343;0;1;1;0;1;1;3597
202039;Stryktipset;X22XX22X2X21X;33457950;1500000;12037;710;175;10;271;3674;30949;1;6;6;0;5;5;3;4;691;585;276;333;434;448;415;252;0;1;0;0;1;0;3607
202040;Stryktipset;X11X121X1X112;27981899;69288;1162;84;27;105;2347;25918;166653;7;4;2;0;7;6;0;2;695;594;271;335;522;461;424;259;0;1;1;0;1;1;3617
202041;Stryktipset;12X2XX121X112;19005054;58825;541;34;0;84;3419;42460;263284;5;4;4;0;7;9;1;1;752;689;223;265;604;579;529;424;1;1;0;1;1;0;3627
202042;Stryktipset;1X2X22X2X1222;30144897;66621;996;92;35;164;2949;25316;138326;2;4;7;0;6;6;5;4;743;654;238;295;499;516;505;359;1;1;0;1;0;0;3638
202043;Stryktipset;X12XX221XX112;34170032;196721;1895;122;34;61;1758;21740;159438;4;5;4;0;6;5;4;3;697;627;258;312;540;520;439;315;1;1;0;1;1;1;3679
202044;Stryktipset;12212211111X2;28766141;311633;3754;210;53;24;747;10652;87752;7;1;5;0;7;7;5;3;745;636;230;303;528;510;515;333;1;1;0;1;0;1;3689
202045;Stryktipset;11112X1X11X12;28200278;27564;388;29;0;266;7074;74890;441927;8;3;2;0;7;7;2;1;733;634;250;308;615;558;483;326;1;1;1;1;1;1;3699
202046;Stryktipset;121X1XX11111X;23940671;140352;1198;84;26;77;1948;22134;146084;8;4;1;1;7;6;2;2;718;614;247;317;553;527;471;297;1;1;1;1;1;1;3709
202047;Stryktipset;1122X1XX1111X;31104051;158730;1264;78;23;63;2399;30947;216473;7;4;2;0;7;7;2;1;722;626;254;313;543;495;468;313;1;0;1;1;0;1;3719
202048;Stryktipset;211X1111XXXX2;34268262;428571;4294;260;68;28;778;10263;81802;6;5;2;0;5;6;4;3;722;630;254;310;510;514;468;320;1;0;0;1;0;0;3729
202049;Stryktipset;211X1122112X1;28656335;83715;1235;86;26;89;2262;25806;175018;7;2;4;0;8;8;3;2;747;667;232;291;563;559;515;376;1;1;0;1;0;1;3739
202050;Stryktipset;X112212112212;28323600;56214;796;56;19;131;3465;38935;239246;6;1;6;0;8;7;2;1;676;576;269;333;550;495;407;243;1;0;0;1;0;0;3750
202051;Stryktipset;21X11211XX21X;28697975;140782;1773;115;33;53;1578;19377;138082;6;4;3;1;8;7;2;2;686;574;269;339;536;482;417;235;1;0;1;1;0;1;3760
202052;Stryktipset;111X2121221XX;49365475;53879;510;38;0;464;9422;99499;587303;6;3;4;0;8;8;1;4;696;594;271;335;586;525;425;259;1;0;1;1;1;1;3769
202053;Stryktipset;21X212X1X2222;34348132;101511;787;55;18;167;4252;47959;301089;3;3;7;3;8;8;2;1;713;588;262;333;565;531;451;255;1;0;1;0;1;1;3777
202101;Stryktipset;1X12X11XX2222;24072127;71122;1117;82;26;88;2100;22762;149090;4;4;5;1;6;7;3;1;796;757;207;229;558;588;589;528;1;1;1;1;1;0;3818
202102;Stryktipset;1221X22111211;27581505;98235;674;37;0;73;3985;57553;370611;7;1;5;2;8;10;2;1;738;635;236;300;596;558;502;335;1;0;1;0;1;1;3829
202103;Stryktipset;11112112X221X;29615753;52509;499;37;0;232;5781;61863;367215;7;2;4;0;7;7;2;1;745;684;244;281;602;593;501;403;1;1;1;1;1;1;3839
202104;Stryktipset;X112XX2X11X1X;34794159;96916;963;72;24;143;3522;37410;232503;5;6;2;0;5;5;2;3;659;582;291;340;551;505;368;242;1;1;1;1;1;1;3849
202105;Stryktipset;X1XX2X21X1112;34467343;866666;5804;313;79;15;579;8573;70827;5;5;3;1;5;5;2;1;664;576;269;337;489;466;395;239;0;1;0;0;1;0;3859
