omg;produktnamn;correct_row;turnover;utd13;utd12;utd11;utd10;ant13;ant12;ant11;ant10;count1;countx;count2;random_results;people_was_right;oddset_was_right;people_was_wrong;oddset_was_wrong;people_max_sum;oddset_max_sum;people_min_sum;oddset_min_sum;people_sum;oddset_sum;people_diff_sum;oddset_diff_sum;odds1_ok;odds2_ok;odds3_ok;people1_ok;people2_ok;people3_ok;id
200538;Stryktipset;X1221212X22X2;0;10000000;24882;1418;269;0;56;1052;11667;3;3;7;0;3;4;3;6;575;612;346;292;413;430;229;320;1;0;1;0;1;0;1701
200539;Stryktipset;22X1X1X2X1X12;0;171982;2837;234;67;32;694;9010;66504;4;5;4;0;4;7;6;4;574;517;347;356;414;470;227;161;1;1;0;0;0;0;1702
200540;Stryktipset;112X211212221;0;4146;80;0;0;612;19706;189524;884653;6;1;6;0;6;9;1;2;572;597;347;331;477;573;225;266;1;1;1;1;1;1;1703
200541;Stryktipset;11112112XX122;0;321265;2303;161;39;24;779;11746;102117;7;2;4;0;7;7;2;3;574;632;345;280;484;517;229;352;1;1;1;1;1;0;1704
200542;Stryktipset;X112222X11211;0;83178;1724;148;42;33;979;12023;88344;6;2;5;0;6;7;2;4;570;590;348;310;461;473;222;280;1;0;1;0;1;1;1705
200543;Stryktipset;112221XX112X1;0;172560;4366;358;96;16;409;5319;41807;6;3;4;0;6;4;3;5;573;584;347;311;477;458;226;273;1;1;1;1;1;1;1706
200544;Stryktipset;11111222X21X1;0;4050;142;18;0;656;11676;96825;467772;7;2;4;0;7;6;2;2;571;561;347;330;485;522;224;231;1;1;0;1;1;1;1707
200545;Stryktipset;2112X2X12X1XX;0;381145;3466;278;72;17;441;5785;46988;4;5;4;0;4;5;5;6;573;568;348;349;427;477;225;219;1;1;0;0;1;0;1708
200546;Stryktipset;12X121112121X;0;15120;371;37;13;173;4446;46101;276645;7;2;4;0;7;7;2;4;573;582;347;317;482;534;226;265;1;1;1;1;0;0;1709
200547;Stryktipset;2121221X21X2X;0;17255;462;46;16;164;3799;39845;240829;4;3;6;0;4;5;3;5;571;535;348;349;436;491;223;186;1;1;1;0;1;0;1710
200548;Stryktipset;1112XX111XX12;0;47389;894;70;22;59;1946;26065;174793;7;4;2;0;7;7;4;4;572;649;348;265;479;546;224;384;1;1;1;1;1;0;1711
200549;Stryktipset;111X1112XXX21;0;551784;6433;397;93;5;270;4611;41548;7;4;2;0;7;6;4;4;572;582;347;307;483;480;225;275;1;1;0;1;1;1;1712
200550;Stryktipset;2,12111E+12;0;22478;660;67;22;116;2500;25860;160514;8;0;5;0;8;8;0;3;572;526;348;351;487;484;224;175;1;1;0;0;1;0;1713
200551;Stryktipset;111XX21221X12;0;100941;2294;194;52;27;737;9182;71778;6;3;4;0;6;7;4;2;572;584;347;309;473;502;225;275;1;0;1;1;1;0;1714
200552;Stryktipset;112X21X122X1X;0;32855;862;77;25;74;1789;21008;138161;5;4;4;1;5;4;4;1;572;581;347;320;461;504;225;261;1;1;1;1;1;0;1715
200601;Stryktipset;22212XX2X1112;0;10007;235;24;0;235;6206;63769;360327;4;3;6;0;4;9;5;0;574;643;346;302;421;561;228;341;1;1;0;0;0;0;1716
200602;Stryktipset;111221XX121X1;0;247145;2454;170;43;25;720;11004;91485;7;3;3;0;7;6;3;4;574;549;346;328;484;482;228;221;1;1;0;1;1;1;1717
200603;Stryktipset;2X122122X1221;0;524639;17204;1301;273;5;96;1344;13491;4;2;7;0;5;4;4;7;695;442;269;429;416;433;426;13;0;0;1;0;0;0;1718
200604;Stryktipset;X111XX111X211;0;50488;1122;105;32;52;1472;16576;113688;8;4;1;0;6;8;3;1;720;442;266;429;551;437;454;13;0;1;1;1;1;1;1719
200605;Stryktipset;21X1112121X1X;0;4544;196;22;0;593;8614;79027;420486;7;3;3;0;7;7;3;3;754;605;236;285;630;549;518;320;1;1;1;1;1;1;1720
200606;Stryktipset;1X1212X1XX1X1;0;330722;2403;162;41;20;739;11548;95667;6;5;2;0;6;6;3;4;748;601;234;296;533;471;514;305;0;0;1;0;1;1;1721
200607;Stryktipset;X12122XX11112;0;912;38;0;0;2642;39866;256210;936363;6;3;4;0;10;9;0;3;736;588;246;332;673;560;490;256;1;1;1;1;1;1;1722
200608;Stryktipset;11X1111212111;0;15009;98;10;0;523;18185;173278;783383;10;1;2;0;10;10;1;2;737;624;236;290;652;567;501;334;1;0;1;1;0;1;1723
200609;Stryktipset;2X1112X211X1X;0;25341;275;28;10;279;6995;72201;407070;6;4;3;1;8;8;1;2;758;591;232;306;606;524;526;285;0;1;1;0;1;1;1724
200610;Stryktipset;11121X1X1X1X1;0;17054;419;42;15;163;4174;43957;253865;8;4;1;0;8;7;2;3;717;536;252;346;577;478;465;190;0;1;1;1;0;1;1725
200611;Stryktipset;211212X1XX111;0;29736;697;61;18;94;2523;30541;212204;7;3;3;0;7;6;4;3;763;612;234;285;597;508;529;327;1;1;1;1;1;1;1726
200612;Stryktipset;X122X1X2121XX;0;10000000;24611;1872;409;0;73;1016;9800;4;5;4;0;3;3;5;5;782;623;217;291;428;436;565;332;1;0;0;1;0;0;1727
200613;Stryktipset;2112X1X21111X;0;353722;4616;334;86;17;431;6295;51624;7;3;3;0;6;6;3;2;743;590;243;314;497;494;500;276;1;0;1;1;0;0;1728
200614;Stryktipset;XX221XX121211;0;86116;2252;180;48;30;722;9537;74549;5;4;4;1;7;7;3;2;708;572;259;337;525;484;449;235;1;0;0;1;0;0;1729
200615;Stryktipset;2111112X122XX;0;28298;591;54;18;80;2410;27924;176515;6;3;4;0;7;7;4;3;700;562;270;326;573;492;430;236;1;0;1;1;1;1;1730
200616;Stryktipset;2X11XX21X1121;0;38547;808;73;22;58;1742;20327;140420;6;4;3;0;7;7;5;3;708;501;267;376;570;458;441;125;1;1;0;1;1;1;1731
200617;Stryktipset;1X222211X1211;0;88603;2328;179;49;26;623;8572;64934;6;2;5;0;7;7;4;4;727;500;238;367;539;466;489;133;1;1;0;1;0;1;1732
200618;Stryktipset;11211111X11X1;0;3833;113;13;0;526;11183;100164;498313;10;2;1;0;8;9;2;2;775;600;218;283;664;552;557;317;1;1;1;1;1;1;1733
200619;Stryktipset;X1X21X2211X11;0;22547;244;26;10;212;5000;48268;263086;6;4;3;0;8;7;1;0;748;599;236;292;605;540;512;307;1;0;1;0;1;1;1734
200620;Stryktipset;122121X1X122X;0;96504;2748;223;58;18;398;5179;41577;5;3;5;1;6;6;5;4;724;618;256;311;531;477;468;307;1;1;1;1;1;1;1735
200621;Stryktipset;11XX11X11111X;0;44931;713;64;19;37;1467;17230;118291;9;4;0;0;9;9;0;1;739;651;241;298;570;537;498;353;0;1;0;0;1;0;1736
200622;Stryktipset;2XX1221121211;0;24939;551;49;15;65;1852;22051;145776;6;2;5;0;8;9;3;2;730;622;251;316;589;549;479;306;1;1;1;1;1;0;1737
200623;Stryktipset;X12121X211XX2;0;113961;2507;214;57;12;310;3720;29718;5;4;4;0;7;7;4;3;737;654;244;265;529;524;493;389;0;1;1;0;1;1;1738
200624;Stryktipset;2XX1X1X1X2221;0;285777;9886;630;129;5;91;1512;15489;4;5;4;0;6;6;2;1;749;652;241;272;486;498;508;380;1;0;1;1;0;1;1739
200625;Stryktipset;122121221X122;0;677285;9372;711;235;2;91;1270;8099;5;1;7;0;5;4;6;6;712;593;260;316;425;418;452;277;0;1;0;0;0;1;1740
200626;Stryktipset;121222X121X12;0;232320;6501;393;94;6;135;2364;20851;5;2;6;0;6;7;3;3;707;602;270;321;496;490;437;281;0;1;1;0;1;1;1741
200627;Stryktipset;X11122111X122;0;7956;280;31;12;163;2915;27412;149992;7;2;4;0;7;9;2;3;688;545;286;356;598;513;402;189;1;1;1;1;1;1;1742
200628;Stryktipset;1X2121XXX1112;0;106120;1996;121;31;13;435;7594;62483;6;4;3;0;8;7;1;1;742;585;246;311;547;478;496;274;1;0;0;0;1;0;1743
200629;Stryktipset;X11X2XXX12111;0;10000000;14226;906;201;0;62;1030;9779;6;5;2;0;5;6;4;4;687;546;286;340;443;455;401;206;0;1;1;1;0;0;1744
200630;Stryktipset;2X2X111111112;0;144636;1779;146;39;21;579;7458;57777;8;2;3;0;8;8;3;3;743;619;243;281;546;508;500;338;1;0;0;1;0;0;1745
200631;Stryktipset;11111XX2111X1;0;3388;117;15;0;453;8244;67287;312347;9;3;1;0;8;8;1;2;715;609;267;305;631;540;448;304;1;1;1;1;1;1;1746
200632;Stryktipset;X1122X11X21XX;0;1253922;7467;468;108;3;135;2279;20775;5;5;3;0;4;5;4;3;720;587;267;309;489;460;453;278;0;1;0;0;1;1;1747
200633;Stryktipset;X2X11111122XX;0;467629;8178;910;199;4;144;1369;13167;6;4;3;0;6;6;5;4;704;580;271;307;462;453;433;273;0;1;1;0;0;1;1748
200634;Stryktipset;22111XX1112X1;0;69177;1801;142;38;29;701;9362;73977;7;3;3;0;7;6;2;1;740;598;237;301;544;501;503;297;1;1;0;1;0;1;1749
200635;Stryktipset;212212X22X2X1;0;80786;1252;85;23;24;975;15032;117170;3;3;7;0;7;7;3;2;786;704;208;259;579;546;578;445;0;1;1;0;1;1;1750
200636;Stryktipset;XX11121X1211X;0;56114;1607;133;36;38;835;10646;82491;7;4;2;0;6;9;2;1;709;605;263;286;551;514;446;319;1;0;1;1;0;1;1751
200637;Stryktipset;2XXX2XX12XX21;0;2125859;74361;5210;1300;1;18;272;2301;2;7;4;0;1;2;5;4;744;576;233;313;303;394;511;263;0;0;0;0;0;0;1752
200638;Stryktipset;21112X211X121;0;25045;734;74;24;91;1954;20386;128620;7;2;4;0;6;7;4;3;677;565;286;316;567;514;391;249;1;1;1;1;1;1;1753
200639;Stryktipset;1X2XXX1212X11;0;296050;6318;393;87;8;236;4010;38303;5;5;3;0;6;7;2;3;758;627;222;287;507;486;536;340;0;0;1;0;1;1;1754
200640;Stryktipset;1X1X1X1121X22;0;1144769;20303;1512;382;2;71;1009;8422;6;4;3;0;5;5;4;4;747;678;235;279;398;427;512;399;0;0;1;0;0;1;1755
200641;Stryktipset;X1XXX11222111;0;450652;13641;1043;247;5;104;1440;12798;6;4;3;0;3;5;6;2;707;571;264;316;439;482;443;255;1;0;0;1;0;0;1756
200642;Stryktipset;XXX112X11X112;0;42499;995;86;26;54;1451;17701;120556;6;5;2;0;7;6;0;0;700;570;276;320;552;518;424;250;1;1;0;1;1;0;1757
200643;Stryktipset;2X211X2X122X1;0;247673;8663;662;152;10;180;2492;22904;4;4;5;0;5;7;2;3;720;577;247;305;466;462;473;272;0;1;0;0;0;1;1758
200644;Stryktipset;1,12111E+12;0;8953;247;29;13;262;5970;53859;253701;11;0;2;0;9;8;2;1;687;560;279;328;596;519;408;232;1;1;1;1;1;1;1759
200645;Stryktipset;2211XX11222X2;0;2390493;8551;578;134;1;176;2753;24957;4;3;6;0;5;6;6;5;737;584;249;307;491;475;488;277;1;0;0;1;1;0;1760
200646;Stryktipset;X111121222X11;0;9172;162;16;0;272;9651;98715;492746;7;2;4;0;10;9;1;1;736;604;252;295;634;557;484;309;1;0;1;1;0;1;1761
200647;Stryktipset;1X121212X2X11;0;514723;3745;279;70;12;448;6348;53240;6;3;4;0;6;6;4;5;751;598;237;298;518;473;514;300;1;1;0;1;1;0;1762
200648;Stryktipset;X121121X1X211;0;1917;68;10;0;1302;22889;158833;634496;7;3;3;0;9;8;2;3;700;553;270;329;640;522;430;224;1;1;1;1;1;1;1763
200649;Stryktipset;121X11X1X1212;0;410079;2896;190;46;14;484;7773;66951;7;3;3;0;6;8;3;3;748;594;231;298;546;503;517;296;1;1;0;1;1;0;1764
200650;Stryktipset;X2122X1111221;0;66332;1320;104;29;37;1170;15722;116698;6;2;5;0;7;7;4;4;731;585;245;308;559;483;486;277;0;1;1;1;0;1;1765
200651;Stryktipset;211211122X2XX;0;3637;112;14;0;726;14742;124365;592416;5;3;5;0;7;6;4;5;731;606;254;284;647;552;477;322;1;1;1;1;1;1;1766
200652;Stryktipset;211X11121X112;0;291425;3664;292;75;22;463;6143;50393;8;2;3;1;7;6;4;4;737;609;246;287;515;468;491;322;0;1;0;1;0;1;1767
200701;Stryktipset;2XX2XX111XXX1;0;274623;3484;277;70;8;397;5272;44036;4;7;2;1;4;4;3;3;727;596;251;322;498;461;476;274;0;1;1;0;1;1;1768
200702;Stryktipset;X2211XXX22XX1;0;314309;4325;301;77;8;366;5568;45728;3;6;4;0;4;5;3;3;752;612;238;298;506;508;514;314;1;1;0;1;1;0;1769
200703;Stryktipset;1X21X21X12122;0;162167;2637;174;42;17;658;10529;92352;5;3;5;1;7;7;3;3;724;564;255;320;539;466;469;244;0;1;0;1;0;0;1770
200704;Stryktipset;122XX2111122X;0;22118;387;35;12;122;4388;51062;315911;5;3;5;0;6;6;4;3;763;628;238;300;620;568;525;328;1;1;1;1;1;1;1771
200705;Stryktipset;11122X21X222X;0;21284;543;53;18;135;3326;35482;221952;4;3;6;0;7;7;4;4;717;544;259;324;579;485;458;220;1;1;1;1;1;1;1772
200706;Stryktipset;1111112X1222X;0;216104;5248;445;110;13;337;4206;35672;7;2;4;1;5;4;5;6;747;583;239;306;502;475;508;277;1;1;0;1;1;0;1773
200707;Stryktipset;X111211X11212;0;90316;1474;127;34;28;1080;13258;101827;8;2;3;0;7;7;4;2;781;631;211;301;563;526;570;330;0;1;1;0;1;1;1774
200708;Stryktipset;1112X11XXX111;0;27734;484;40;12;102;3675;46703;308912;8;4;1;0;8;8;2;3;755;587;239;318;610;524;516;269;1;1;1;1;1;1;1775
200709;Stryktipset;21XX2XXX122X2;0;128427;2802;252;70;21;606;7121;54007;2;6;5;0;4;6;4;3;719;544;255;334;494;474;464;210;1;1;1;1;1;0;1776
200710;Stryktipset;X1X21X1121X11;0;270623;6610;476;118;9;232;3408;29014;7;4;2;0;5;6;4;3;718;578;264;321;478;468;454;257;0;0;1;0;1;1;1777
200711;Stryktipset;1212XX1211XX1;0;60577;1446;131;36;41;1081;12604;96092;6;4;3;0;6;6;2;3;741;602;246;297;554;514;495;305;1;1;1;1;1;1;1778
200712;Stryktipset;1212222122X1X;0;10089;184;17;0;234;8036;89413;502871;4;2;7;0;8;8;2;2;799;720;192;249;649;589;607;471;1;1;1;1;1;1;1779
200713;Stryktipset;111X122122222;0;14294;157;16;0;407;9981;103141;522940;5;1;7;1;10;9;2;3;735;572;245;310;640;525;490;262;1;1;1;1;1;1;1780
200714;Stryktipset;X221122221212;0;1975466;13338;1000;232;3;114;1609;14624;4;1;8;0;4;5;7;7;746;585;236;301;455;417;510;284;0;0;1;1;0;1;1781
200715;Stryktipset;121X21111X2X1;0;48541;805;68;21;45;1707;21377;144189;7;3;3;0;6;6;3;3;701;563;264;310;569;521;437;253;1;1;1;1;1;1;1782
200716;Stryktipset;12XX1XX111111;0;380101;5653;335;71;6;254;4529;45143;8;4;1;0;7;7;3;2;750;579;246;315;522;495;504;264;0;1;1;0;1;1;1783
200717;Stryktipset;1,12211E+12;0;22196;553;52;17;102;2574;28823;185985;8;0;5;0;8;8;3;4;724;540;261;335;590;513;463;205;1;1;1;1;1;0;1784
200718;Stryktipset;21XX111221211;0;356651;9693;731;177;6;139;1951;16921;7;2;4;0;5;4;7;6;737;541;254;314;462;424;483;227;0;1;0;0;0;1;1785
200719;Stryktipset;211XXXX21X21X;0;402630;9602;666;149;5;132;2014;18928;4;6;3;0;4;6;4;3;745;611;249;265;475;475;496;346;0;1;0;0;1;1;1786
200720;Stryktipset;XX212X1211121;0;150223;3860;329;86;12;294;3645;29418;6;3;4;0;6;6;4;4;696;523;276;322;498;459;420;201;1;0;1;1;1;0;1787
200721;Stryktipset;211112XX21X11;0;140055;3202;209;45;13;358;5797;56521;7;3;3;0;7;6;2;3;740;584;241;279;547;473;499;305;0;1;1;0;1;0;1788
200722;Stryktipset;XX2222111X222;0;15683;311;26;0;126;3997;50192;314531;3;3;7;0;8;9;2;1;764;677;228;278;624;588;536;399;1;0;1;0;1;1;1789
200723;Stryktipset;X2X1122X11222;0;619258;8432;536;129;7;116;1932;16836;4;3;6;0;6;5;3;3;717;554;256;310;473;449;461;244;1;0;0;0;1;0;1790
200724;Stryktipset;11XX112XXXXXX;0;155784;3632;272;77;10;270;3805;28222;4;8;1;0;4;6;2;1;704;561;271;306;489;487;433;255;1;0;1;1;0;1;1791
200725;Stryktipset;2X12X211222X2;0;1433839;29122;2003;428;1;31;477;4713;3;3;7;0;4;5;5;5;685;538;287;336;417;409;398;202;0;0;1;0;0;1;1792
200726;Stryktipset;21112121XX11X;0;21882;528;50;16;69;1798;20048;125433;7;3;3;0;7;5;2;2;687;525;283;325;584;485;404;200;1;1;1;1;1;1;1793
200727;Stryktipset;1221X121X1X2X;0;161530;3340;258;70;9;274;3756;28855;5;4;4;0;8;6;0;3;728;631;259;284;500;479;469;347;1;0;0;1;0;0;1794
200728;Stryktipset;X112221XX11X1;0;193319;4347;307;72;7;196;2935;26190;6;4;3;0;5;4;3;5;708;594;270;300;518;469;438;294;1;0;0;1;1;0;1795
200729;Stryktipset;12221111X1112;0;197928;6321;537;146;7;138;1718;13337;8;1;4;0;5;7;6;6;658;500;293;345;430;416;365;155;0;0;1;1;0;0;1796
200730;Stryktipset;X2111121X111X;0;155321;2699;208;55;9;326;4479;35615;8;3;2;0;8;8;2;2;735;607;248;264;520;498;487;343;1;0;0;1;0;0;1797
200731;Stryktipset;X1XX2X1222122;0;213454;4501;394;106;7;209;2524;19679;3;4;6;0;5;5;3;5;677;519;287;329;472;454;390;190;1;0;1;1;0;1;1798
200732;Stryktipset;222X1222121X2;0;323562;10186;771;188;6;120;1677;14516;3;2;8;0;3;3;7;8;687;511;280;329;436;412;407;182;1;0;1;1;0;0;1799
200733;Stryktipset;11122X111X111;0;14174;390;39;14;137;3130;32803;194622;9;2;2;0;8;6;1;2;742;575;249;290;599;540;493;285;1;1;1;1;1;1;1800
200734;Stryktipset;X12X11112X1XX;0;10524;325;36;14;208;4235;39821;219108;6;5;2;0;7;8;1;1;724;573;258;285;589;543;466;288;1;1;1;1;1;1;1801
200735;Stryktipset;XX11112X11112;0;104198;2010;161;40;22;718;9485;79719;8;3;2;0;7;6;3;3;768;638;227;246;562;527;541;392;1;1;0;1;0;1;1802
200736;Stryktipset;XX1XXX21X2111;0;37292;804;68;21;60;1752;21788;149728;5;6;2;0;6;6;2;1;789;710;204;257;578;548;585;453;1;0;0;1;0;1;1803
200737;Stryktipset;1X1X11XXX2X11;0;427143;8675;604;140;5;155;2357;21433;6;6;1;0;6;5;1;1;725;543;254;304;464;460;471;239;0;1;0;0;1;0;1804
200738;Stryktipset;X2112XXX1X111;0;257364;3858;231;54;9;378;6670;59451;6;5;2;0;7;9;2;1;727;555;250;306;522;486;477;249;1;0;0;1;0;0;1805
200739;Stryktipset;1X2XX1222XXX2;0;75403;1408;109;30;33;1112;15184;116037;2;6;5;0;6;8;3;2;744;588;235;281;552;506;509;307;0;1;1;0;1;1;1806
200740;Stryktipset;211122X111111;0;848;32;0;0;2876;47459;301625;1068060;9;1;3;0;11;10;0;1;748;587;225;274;694;559;523;313;1;0;1;1;1;0;1807
200741;Stryktipset;222X111X1X11X;0;54763;467;42;14;137;3287;38284;234321;6;4;3;0;5;6;2;3;783;671;213;240;613;576;570;431;1;1;1;1;1;1;1808
200742;Stryktipset;2121X122X21X1;0;19552;489;44;14;125;3143;36813;234325;5;3;5;0;8;8;3;2;731;588;242;272;593;523;489;316;1;1;1;1;1;1;1809
200743;Stryktipset;111X1X121X2X2;0;28033;664;62;20;90;2391;26853;169355;6;4;3;0;6;8;4;2;712;556;256;297;571;517;456;259;1;1;0;1;1;0;1810
200744;Stryktipset;X111X2221X22X;0;220308;5154;345;84;11;296;4678;40353;4;4;5;0;5;5;4;4;749;554;233;289;517;475;516;265;1;1;1;1;1;1;1811
200745;Stryktipset;2111X112112X1;0;33903;709;57;16;67;2017;26325;193127;8;2;3;0;8;7;2;2;746;572;232;271;598;510;514;301;1;0;1;1;0;1;1812
200746;Stryktipset;11122111111X1;0;46142;959;79;23;48;1453;18558;135063;10;1;2;1;7;7;4;5;758;645;230;226;594;509;528;419;1;1;1;1;1;1;1813
200747;Stryktipset;212111212X2X2;0;208765;2437;163;36;12;647;10201;95879;5;2;6;0;7;6;4;4;758;603;233;259;575;494;525;344;1;1;0;1;1;1;1814
200748;Stryktipset;21XX1X12X2122;0;483606;13593;947;199;5;112;1701;17046;4;4;5;0;5;6;4;4;730;546;249;295;468;453;481;251;0;1;1;1;1;0;1344
200749;Stryktipset;11111X1X12111;0;46600;872;68;19;51;1716;23095;173331;10;2;1;0;7;7;3;4;771;632;216;233;599;520;555;399;1;1;0;1;1;1;1345
200750;Stryktipset;2X212X21XX221;0;598786;18169;1705;382;4;83;936;8814;3;4;6;0;3;5;6;6;674;510;281;338;413;424;393;172;1;0;0;0;1;0;1346
200751;Stryktipset;X1X1211111X12;0;14656;380;38;13;161;3909;41031;244801;8;3;2;0;8;5;2;1;720;546;262;297;594;500;458;249;1;1;1;1;0;1;1347
200752;Stryktipset;2X121112X2XXX;0;766022;13650;862;170;3;106;1776;19013;4;5;4;0;5;6;4;3;698;562;271;297;470;458;427;265;1;1;0;1;1;0;1348
200801;Stryktipset;2222X2XX12111;0;5000000;38313;2261;430;1;34;610;6760;4;3;6;0;6;7;5;4;726;589;251;268;426;412;475;321;0;0;0;0;0;0;1349
200802;Stryktipset;1X121X1112X12;0;34713;686;58;17;68;2165;27018;186910;7;3;3;0;9;5;1;1;745;595;238;265;584;510;507;330;0;1;1;0;1;1;1350
200803;Stryktipset;22XX121XX21X1;0;3236;99;12;0;826;16851;138440;638886;4;5;4;0;7;8;2;1;782;614;208;237;648;572;574;377;1;1;1;1;1;1;1351
200804;Stryktipset;X112221211211;0;4281;56;0;0;1503;29910;246453;1129042;7;1;5;0;9;9;3;3;820;680;177;197;708;614;643;483;1;1;1;1;1;1;1352
200805;Stryktipset;XXX1X21X21121;0;1709317;16022;1336;342;5;118;1498;12349;5;5;3;0;4;3;4;5;757;553;232;290;391;442;525;263;1;0;0;1;0;0;1353
200806;Stryktipset;X221112211X12;0;74076;1371;115;32;34;1156;14557;109078;6;2;5;0;7;6;4;5;756;560;235;282;558;481;521;278;1;1;0;1;0;1;1354
200807;Stryktipset;11122XX111221;0;73772;731;43;13;32;2031;36011;250633;7;2;4;1;10;6;1;3;746;604;247;276;607;508;499;328;1;0;1;1;0;1;1355
200808;Stryktipset;211112X1211X1;0;13683;336;32;11;175;4478;49717;299595;8;2;3;0;9;6;3;2;714;551;260;304;610;506;454;247;1;1;1;1;1;1;1356
200809;Stryktipset;X1X22222X222X;0;10000000;37250;2088;433;0;42;793;8063;1;4;8;0;3;5;6;6;731;555;255;303;419;428;476;252;1;0;0;1;0;0;1357
200810;Stryktipset;1X1X1X1X21X12;0;461019;6076;483;126;11;268;3568;28775;6;5;2;0;6;5;3;1;746;601;237;264;474;471;509;337;0;1;0;1;0;0;1358
200811;Stryktipset;X211211X2X111;0;71721;1388;101;27;32;1041;15112;119155;7;3;3;0;8;6;2;2;763;615;227;248;579;520;536;367;1;1;0;1;1;0;1359
200812;Stryktipset;121X11121X2XX;0;117017;1873;135;36;19;747;10951;84718;6;4;3;0;7;7;2;2;707;562;267;295;539;493;440;267;1;0;1;1;0;1;1360
200813;Stryktipset;12X1X11X11X1X;0;17950;490;49;16;127;2929;30880;189809;7;5;1;0;8;7;2;0;725;542;259;308;575;513;466;234;1;1;1;1;0;1;1361
200814;Stryktipset;X1X2211211X11;0;112757;2167;170;45;20;655;8817;69527;7;3;3;0;7;6;3;3;728;532;249;302;529;482;479;230;1;1;1;1;0;1;1362
200815;Stryktipset;1X1222XX21X2X;0;317544;4893;361;90;7;286;4102;34498;3;5;5;0;5;5;4;4;733;560;252;286;498;475;481;274;1;1;0;1;0;1;1363
200816;Stryktipset;X221X12X22211;0;67237;1553;138;40;32;872;10334;74238;4;3;6;0;7;5;4;3;728;543;259;304;537;465;469;239;1;0;0;1;0;1;1364
200817;Stryktipset;1X21XXX11X2X1;0;5000000;12470;856;214;1;109;1680;14146;5;6;2;0;5;6;5;2;691;517;271;326;432;452;420;191;0;0;0;0;0;1;1365
200818;Stryktipset;112111121121X;0;17176;288;25;0;120;4501;53598;316201;9;1;3;0;10;6;2;2;746;582;243;268;624;505;503;314;1;0;1;1;0;1;1366
200819;Stryktipset;1122X1X211222;0;60554;329;28;10;81;3826;47704;278313;5;2;6;0;10;7;2;1;715;582;261;272;609;513;454;310;0;1;1;0;1;1;1367
200820;Stryktipset;1X12212121121;0;118147;2993;221;55;13;323;4616;39262;7;1;5;0;9;9;3;3;766;682;241;282;533;519;525;400;0;1;0;1;0;0;819
200821;Stryktipset;XX2121X11XX21;0;5000000;28149;1535;350;1;32;621;5750;5;5;3;0;3;3;4;6;747;630;247;301;422;429;500;329;1;0;0;0;0;1;820
200822;Stryktipset;1112X11X21X1X;0;62474;1798;148;40;23;503;6456;50323;7;4;2;0;6;6;4;3;763;645;227;256;557;518;536;389;1;1;1;1;1;1;821
200823;Stryktipset;2,11211E+12;0;4030;109;11;0;311;7190;71130;328455;8;0;5;0;11;10;2;0;721;596;258;310;643;548;463;286;1;1;0;1;1;0;822
200824;Stryktipset;221121XX222X1;0;3066473;11884;934;237;1;69;929;7729;4;3;6;0;5;4;6;5;682;562;288;319;441;449;394;243;0;1;1;1;0;1;823
200825;Stryktipset;XXX2211211221;0;64445;783;75;24;18;932;10177;65737;5;3;5;0;7;7;3;3;734;609;254;310;558;533;480;299;1;1;0;1;1;0;824
200826;Stryktipset;111211111X121;0;899;37;0;0;1437;21936;146670;514762;10;1;2;0;11;11;1;1;737;620;260;290;684;592;477;330;1;1;1;1;1;1;825
200827;Stryktipset;XXX2XX22121X1;0;4070652;5539;348;87;1;158;2663;22467;3;6;4;0;5;6;3;3;733;576;255;288;495;487;478;288;0;1;0;1;0;0;826
200828;Stryktipset;222X11X2XX221;0;1269127;16307;1219;295;1;49;694;6052;3;4;6;0;3;5;4;5;677;514;281;336;409;425;396;178;1;0;0;0;1;0;827
200829;Stryktipset;1X11112XX1121;0;92877;1803;146;38;14;454;5927;47398;8;3;2;0;6;7;5;4;724;566;257;295;549;485;467;271;1;1;0;1;1;0;828
200830;Stryktipset;2X2121X112X12;0;119005;2227;183;49;11;370;4749;36946;5;3;5;0;6;5;3;4;733;587;249;286;532;483;484;301;1;1;0;1;1;0;829
200831;Stryktipset;111X11X12221X;0;47098;872;71;21;29;986;12819;88435;7;3;3;0;7;8;1;2;718;570;257;294;576;508;461;276;0;1;1;1;0;1;830
200832;Stryktipset;X2X2211X1211X;0;92831;2043;195;50;15;429;4744;38765;5;4;4;0;5;5;5;4;750;592;240;278;538;499;510;314;1;1;1;1;1;0;831
200833;Stryktipset;X121112X11211;0;73799;1508;129;38;21;647;8008;57141;8;2;3;0;7;8;3;3;684;513;284;338;531;456;400;175;0;1;1;0;1;1;832
200834;Stryktipset;XX11122X2221X;0;1729133;40322;2457;557;1;27;469;4363;4;4;5;0;4;3;5;5;735;580;247;277;384;418;488;303;1;0;0;1;0;0;833
200835;Stryktipset;1X2211X1X11X1;0;131021;2698;236;67;14;428;5168;38336;7;4;2;0;5;5;2;3;711;532;271;323;505;470;440;209;1;1;1;1;1;0;834
200836;Stryktipset;XXX111XXX222X;0;602581;11158;1017;204;3;102;1184;12421;3;7;3;0;4;4;2;2;802;708;193;212;473;481;609;496;1;0;1;1;0;1;835
200837;Stryktipset;2212211X1X2X1;0;111479;2251;175;44;17;530;7212;59688;5;3;5;0;7;5;3;3;706;552;260;295;530;467;446;257;1;0;1;1;0;0;836
